ID_BCT_O,CALLE,ESQUINA,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN
9312,RIO SAN JAVIER,GIRASOL,CHALMA DE GUADALUPE,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.559484,-99.146959,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9313,CHIHUAHUA,ESTADO DE MEXICO,CHALMA DE GUADALUPE,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.553938,-99.154219,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9314,AV AHUEHUETES,AGUILAS,AHUEHUETES,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.546215,-99.129034,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9315,AV LINDAVISTA,CUZCO Y CHICLAYO,LINDAVISTA,#N/A,LINDAVISTA,GUSTAVO A. MADERO,NORTE,19.494232,-99.127698,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9316,OTAVALO,TRUJILLO,LINDAVISTA,#N/A,LINDAVISTA,GUSTAVO A. MADERO,NORTE,19.493188,-99.134282,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9317,BLVD ADOLFO RUIZ CORTINES,COSCOMATE Y OCHOTONERA,BOSQUE DE TETLAMEYA,#N/A,XOTEPINGO,COYOACAN,SUR,19.298071,-99.157223,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9318,SAN CELSO,AV ESTADIO AZTECA,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.305641,-99.151481,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9319,SIERRA STA ROSA,CALLE 15,REFORMA SOCIAL,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.42974,-99.222869,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9320,GOETHE,AV GUTEMBERG,ANZURES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.432567,-99.175585,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9321,MAYAS,XOCHIAPAN,PEDREGAL DE SANTO DOMINGO,#N/A,UNIVERSIDAD,COYOACAN,SUR,19.323904,-99.163055,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9322,AV ARBOLEDAS,PINO,PUEBLO SANTA CRUZ XOCHITEPEC,#N/A,LA NORIA,XOCHIMILCO,ORIENTE,19.259719,-99.131769,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9323,AV CEFIRO,AV PANAMERICANA,PEDREGAL DE CARRASCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.305343,-99.180284,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9324,CDA INGENIEROS MILITARES,AV INGENIEROS MILITARES,LOMAS DE SOTELO,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.446887,-99.217173,EDUCACION,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9325,5 DE MAYO,IGNACIO ALDAMA,PUEBLO SANTA MARIA TEPEPAN,#N/A,LA NORIA,XOCHIMILCO,ORIENTE,19.276472,-99.135075,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9326,TOSNENE,AHUANUSCO,PEDREGAL DE SANTO DOMINGO,#N/A,UNIVERSIDAD,COYOACAN,SUR,19.320838,-99.165917,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9327,TOPACIO,AV LORENZO BOTURINI Y JOSE LANZ,TRANSITO,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.417577,-99.128867,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9328,AV GRAN CANAL,CALZ SAN JUAN DE ARAGON,HEROES DE CHAPULTEPEC,#N/A,CUCHILLA,GUSTAVO A. MADERO,NORTE,19.476423,-99.091742,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9329,CALLE 1527,CALLE 1533,U H SAN JUAN DE ARGON VI SECCION,#N/A,ARAGON,GUSTAVO A. MADERO,NORTE,19.467181,-99.065019,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9330,PROL BUENA VISTA,RETAMA,PUEBLO LA MAGDALENA CONTRERAS,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.29643,-99.251109,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9331,COLECTOR 13,LIMA,LINDAVISTA,#N/A,LINDAVISTA,GUSTAVO A. MADERO,NORTE,19.487117,-99.131857,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9332,JAIME NUNO,FCO VILLA,ZONA ESCOLAR,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.543369,-99.14868,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,3.6K,8K
9400,JORGE NEGRETE,JUVENTINO ROSAS,LA FORESTAL,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.563337,-99.131833,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9401,TETECONTLA,AV DEL CASTILLO,ARBOLEDAS DE CUAUTEPEC EL ALTO,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.559454,-99.126529,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9402,PROL LA CORONA 18 DE MARZO,GUADALUPE ENTRE OAXACA Y PROL 5 DE MAYO,LOMA DE LA PALMA,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.553251,-99.14438,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,5,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9403,AV 597,AV 608,U H SAN JUAN DE ARAGON 3aSECC,#N/A,ARAGON,GUSTAVO A. MADERO,NORTE,19.455375,-99.072656,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9404,CAMINO DE LA ENSEÑANZA,CAMINO DE LA AMISTAD,CAMPESTRE ARAGON,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.483624,-99.077261,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9405,OTUMBA,GUANAJUATO,SAN FELIPE DE JESUS,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.502214,-99.076775,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9406,CLAUDIO CORTES,SALVADOR LIMA,AMPLIACION GABRIEL HERNANDEZ,#N/A,QUIROGA,GUSTAVO A. MADERO,NORTE,19.503855,-99.095375,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9407,PINO,NOPAL,ATLAMPA,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.459635,-99.154358,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9408,NARANJO,CLAVEL,ATLAMPA,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.457183,-99.157395,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9409,AV DEL CASTILLO,ROSARIO CASTELLANOS,PALMATITLA,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.550991,-99.132499,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9410,SAN MIGUEL,CAMINO A LAS CANTERAS Y AQUILES SERDAN,LOMAS DE CUAUTEPEC,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.571888,-99.131653,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9411,ESTAMPADO,ALUMINIO,20 DE NOVIEMBRE,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.449051,-99.10514,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9413,CANTON,SIBERIA,ROMERO RUBIO,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.445331,-99.098431,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9414,CALLE 318,CALLE 319,NUEVA ATZACOALCO,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.50447,-99.082484,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9415,CHOFERES,CERAMICA,20 DE NOVIEMBRE,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.445722,-99.105864,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9416,EMILIANO ZAPATA,GRAL GERTRUDIS SANCHEZ,DAMIAN CARMONA,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.444714,-99.103442,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,3.6K,8K
9417,NORTE 182,ESTERLINAS (ENTRE AV TAHEL Y SOLES),PENSADOR MEXICANO,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.444028,-99.084254,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9418,NEZAHUALCOYOTL,CUAUHTEMOC,EL ARENAL 1RA SECC,#N/A,ARENAL,VENUSTIANO CARRANZA,NORTE,19.425112,-99.064726,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9419,GRAL IGNACIO ZARAGOZA,NEPTUNO,SAN SIMON TOLNAHUAC,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.457943,-99.145953,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9420,NAYARIT,MORELOS,PEÑON DE LOS BAÑOS,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.439792,-99.079289,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,3.6K,8K
9421,EJE CENTRAL LAZARO CARDENAS,PIETRO MASCAGNI,EX HIPODROMO DE PERALVILLO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.458356,-99.137912,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9422,ADELINA PATTI,ARRIGO BOITO,EX HIPODROMO DE PERALVILLO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.457168,-99.130365,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9423,ORIENTE 180,NORTE 13,MOCTEZUMA 2DA SECC,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.426201,-99.094819,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9424,ORIENTE 33,NORTE 176,MOCTEZUMA 2a SECC,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.436651,-99.089423,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9425,AV LEON DE LOS ALDAMA,AV EJIDO,SAN FELIPE DE JESUS,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.494051,-99.078987,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9426,SAN JUAN DE LOS LAGOS,APATZINGAN,SAN FELIPE DE JESUS,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.497371,-99.074171,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9427,CALLE 308,CALLE 315,NUEVA ATZACOALCO,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.494256,-99.08732,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9428,ORIENTE 159,NORTE 74 A,SALVADOR DIAZ MIRON,#N/A,QUIROGA,GUSTAVO A. MADERO,NORTE,19.488414,-99.095217,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9429,AV 298,CALLE 317 A,U H EL COYOL,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.487084,-99.089075,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9430,AV EMILIO CARRANZA,ALFONSO CEBALLOS,MOCTEZUMA 1RA SECC,#N/A,BALBUENA MERCED,VENUSTIANO CARRANZA,NORTE,19.428382,-99.10667,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9431,SIMON AUDENARD,ALBERTO SALINAS,AVIACION CIVIL,#N/A,ARENAL,VENUSTIANO CARRANZA,NORTE,19.411949,-99.077428,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9432,CAMINO CAMPESTRE A,CAMINO DE LA COOPERACCION,CAMPESTRE ARAGON,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.488278,-99.076806,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9433,AV REPUBLICA MEXICANA,CAMINO A LA PROSPERIDAD,CAMPESTRE ARAGON,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.490134,-99.080769,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9434,CAMINO DE SANTIAGUITO,EMILIANO ZAPATA,SANTIAGO ATEPETLAC,#N/A,TICOMAN,GUSTAVO A. MADERO,NORTE,19.523187,-99.161805,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9435,CALLE 15,TRES ANEGAS,AMPLIACION PROGRESO NACIONAL,#N/A,TICOMAN,GUSTAVO A. MADERO,NORTE,19.515625,-99.159415,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9436,CALLE 28,CALLE 22,GUADALUPE PROLETARIA,#N/A,TICOMAN,GUSTAVO A. MADERO,NORTE,19.518946,-99.154376,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9437,J SEBASTIAN BACH,LUDWIG VAN BEETHOVEN,PERALVILLO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.461538,-99.136352,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9439,AV FERNANDO IGLESIAS Y CALDERON,RET 1 FERNANDO IGLESIAS CALDERON,JARDIN BALBUENA,#N/A,BALBUENA MERCED,VENUSTIANO CARRANZA,NORTE,19.416328,-99.103214,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9440,Y DE RIO FRIO,GUILLERMO PRIETO,PUEBLO DE MAGDALENA MIXHUCA,#N/A,BALBUENA MERCED,VENUSTIANO CARRANZA,NORTE,19.40654,-99.1196,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9441,NORTE 21,ORIENTE 150,MOCTEZUMA 2a SECC,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.432985,-99.100862,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9442,CJON CUITLAHUAC,SUR 79,LORENZO BOTURINI,#N/A,BALBUENA MERCED,VENUSTIANO CARRANZA,NORTE,19.415674,-99.123836,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9443,WOLFANG AMADEUS MOZART,RICARDO BELL,PERALVILLO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.460093,-99.135227,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9444,AV VALLE ALTO,TEOLOYUCAN,SAN FELIPE DE JESUS,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.496028,-99.065202,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9445,AV GRAN CANAL Y CALLE 321,CALLE 308,NUEVA ATZACOALCO,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.493561,-99.085938,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9446,AV TEPATITLAN,PARRAL,SAN FELIPE DE JESUS,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.495936,-99.069176,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9447,AV 529,EJE 3 NTE AV 506,U H SAN JUAN DE ARAGON 1RA SECC,#N/A,ARAGON,GUSTAVO A. MADERO,NORTE,19.456271,-99.090473,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9448,DE LOS ESTEROS,BLVD TEMOLUCO,RESIDENCIAL ACUEDUCTO DE GUADALUPE,#N/A,TICOMAN,GUSTAVO A. MADERO,NORTE,19.525194,-99.150788,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9449,RIO BAMBA,SIERRA VISTA,LINDAVISTA,#N/A,LINDAVISTA,GUSTAVO A. MADERO,NORTE,19.494289,-99.124324,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9450,CALLE 331,CALLE 316,NUEVA ATZACOALCO,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.501525,-99.080148,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9451,CAMINO DE LA SECRETARIA,CAMINO DE LA LIGA,CAMPESTRE ARAGON,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.482003,-99.085046,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9452,RAMON ZEPEDA,AV PREPARATORIA,ZONA ESCOLAR,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.539052,-99.145711,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9453,RIO SAN PEDRO,AV RIO SAN JAVIER,U H CTM EL ARBOLILLO,#N/A,CUAUTEPEC,GUSTAVO A. MADERO,NORTE,19.526869,-99.147206,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9454,MARRUECOS,PEKIN,ROMERO RUBIO,#N/A,MOCTEZUMA,VENUSTIANO CARRANZA,NORTE,19.441625,-99.094659,EDUCACION,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9455,CALLE 306,CALLE 315,NUEVA ATZACOALCO,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.492515,-99.088118,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9456,PUERTO VERACRUZ,PUERTO MAZATLAN,AMPLIACION CASAS ALEMAN,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.479362,-99.08836,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9457,CALLE 316,CALLE 313,NUEVA ATZACOALCO,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.503114,-99.08459,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9458,AV 611,EJE 3 NTE Y 3RA CDA AV 609,U H SAN JUAN DE ARAGON 3aSECC,#N/A,ARAGON,GUSTAVO A. MADERO,NORTE,19.456135,-99.069436,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9459,CALLE 685,AV 602,UH CTM SAN JUAN DE ARAGON,#N/A,ARAGON,GUSTAVO A. MADERO,NORTE,19.451631,-99.054686,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9460,TLACOS,AV 503,FERNANDO CASAS ALEMAN,#N/A,ARAGON,GUSTAVO A. MADERO,NORTE,19.455219,-99.097103,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9461,PLAN DE SAN LUIS,ESCUADRON 201,BARRIO LA PURISIMA TICOMAN,#N/A,TICOMAN,GUSTAVO A. MADERO,NORTE,19.51652,-99.137504,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9462,CALZ SAN JUAN DE ARAGON (EJE 5 RIO GUADALUPE),EMILIANO ZAPATA,PUEBLO SAN JUAN DE ARAGON,#N/A,ARAGON,GUSTAVO A. MADERO,NORTE,19.468528,-99.084553,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9463,PUERTO TAMPICO,PUERTO MANZANILLO,AMPLIACION CASAS ALEMAN,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.476472,-99.083395,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9464,AV 604,CALLE 675,U H CTM SAN JUAN DE ARAGON,#N/A,ARAGON,GUSTAVO A. MADERO,NORTE,19.454215,-99.05785,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9465,ESTADO DE MORELOS,ESTADO DE ZACATECAS,PROVIDENCIA,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.483717,-99.070772,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
9466,PUERTO MAZATLAN,PUERTO GUAYMAS,CASAS ALEMAN,#N/A,PRADERA,GUSTAVO A. MADERO,NORTE,19.479011,-99.08615,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9500,FRANCISCO SARABIA,CELIO GARCIA,PUEBLO SANTA MARTHA ACATITLA,#N/A,TEOTONGO,IZTAPALAPA,ORIENTE,19.360605,-99.005894,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9501,PRIV GAVILAN,GAVILAN,BARRIO SAN MIGUEL,#N/A,ABASTO REFORMA,IZTAPALAPA,ORIENTE,19.360689,-99.076266,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9502,PEDRO MORENO,IGNACIO ZARAGOZA,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.442775,-99.149398,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
