ID_BCT_O,CALLE,ESQUINA,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN
13943,CDA GOYA,ENTRE CTO INT AV REVOLUCION Y CTO INT AV PATRIOTISMO,INSURGENTES MIXCOAC,#N/A,NAPOLES,BENITO JUAREZ,SUR,19.374242,-99.187521,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13944,CIRCUITO INTERIOR (AV PATRIOTISMO),BERRUGUETE,STA MARIA NONOALCO,#N/A,NAPOLES,BENITO JUAREZ,SUR,19.381836,-99.184472,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13945,HORACIO NELSON,MANUEL GUTIERREZ NAJERA,MODERNA,#N/A,NATIVITAS,BENITO JUAREZ,SUR,19.397886,-99.133061,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13946,VERMONT,DAKOTA,NAPOLES,#N/A,NAPOLES,BENITO JUAREZ,SUR,19.397572,-99.173004,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13947,CUMBRES DE ACULTZINGO,DR BARRAGAN S/N,NARVARTE ORIENTE,#N/A,NARVARTE ALAMOS,BENITO JUAREZ,SUR,19.392931,-99.147857,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13948,CONCEPCION BEISTEGUI,HERIBERTO FRIAS,NARVARTE PONIENTE,#N/A,NARVARTE ALAMOS,BENITO JUAREZ,SUR,19.388384,-99.160642,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13949,AV PRESIDENTES,MIRAFLORES,PORTALES ORIENTE,#N/A,NATIVITAS,BENITO JUAREZ,SUR,19.36643,-99.140872,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13950,CIRCUITO INTERIOR (AV REVOLUCION),EMPRESA,INSURGENTES MIXCOAC,#N/A,NAPOLES,BENITO JUAREZ,SUR,19.376266,-99.187447,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13951,EJE 6 SUR (ANGEL URRAZA),PETEN,VERTIZ NARVARTE,#N/A,NARVARTE ALAMOS,BENITO JUAREZ,SUR,19.3804,-99.154387,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13982,11 DE ABRIL,RIO BECERRA,8 DE AGOSTO,#N/A,NAPOLES,BENITO JUAREZ,SUR,19.395606,-99.187621,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13983,EJE 3 PONIENTE (AV COYOACAN),JOSE MARIA OLLOQUI,ACACIAS,#N/A,DEL VALLE,BENITO JUAREZ,SUR,19.36418,-99.172759,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
13984,AV UNIVERSIDAD,REAL MAYORAZGO,ACACIAS,#N/A,DEL VALLE,BENITO JUAREZ,SUR,19.361506,-99.171024,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
